file,start_datetime,stop_datetime,replicate,sex,species,strain,region_id,status
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,20,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,21,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,22,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,23,DEAD  
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,24,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,25,DEAD
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,26,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,27,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,28,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,29,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,30,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,31,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,32,DEAD 
Monitor7-6.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,1,DEAD
Monitor7-6.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,2,DEAD 
Monitor7-6.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,3,DEAD 
Monitor7-6.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,4,DEAD 
Monitor7-6.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,5,DEAD 
Monitor7-6.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,6,DEAD 
Monitor7-6.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,7,DEAD 
Monitor7-6.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,ArideA3F311,8,DEAD 
Monitor7-6.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Aride3312,9,DEAD 
Monitor7-6.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Aride3312,10,DEAD 
